"order_id","customer_id","order_date","region","channel","product_category","product_name","quantity","sales_amount","discount","order_status"
"ORD0298","C0059","2026-06-02","North","Retail","apparel","apparel-item-1","4","306","0.10","cancelled"
"ORD0299","C0060","2026-06-02","North","Retail","apparel","apparel-item-2","5","343","0.15","refunded"
"ORD0300","C0061","2026-06-02","North","Retail","apparel","apparel-item-3","1","380","0.00","completed"
"ORD0301","C0062","2026-06-02","North","Retail","food","food-item-1","2","417","0.05","completed"
"ORD0302","C0063","2026-06-02","North","Retail","food","food-item-2","3","454","0.10","completed"
"ORD0303","C0064","2026-06-02","North","Retail","food","food-item-3","4","491","0.15","cancelled"
"ORD0304","C0065","2026-06-02","North","Retail","beauty","beauty-item-1","5","528","0.00","refunded"
"ORD0305","C0066","2026-06-02","North","Retail","beauty","beauty-item-2","1","565","0.05","completed"
"ORD0306","C0067","2026-06-02","North","Retail","beauty","beauty-item-3","2","602","0.10","completed"
"ORD0307","C0068","2026-06-02","North","Distributor","electronics","electronics-item-1","3","639","0.15","completed"
"ORD0308","C0069","2026-06-02","North","Distributor","electronics","electronics-item-2","4","676","0.00","cancelled"
"ORD0309","C0070","2026-06-02","North","Distributor","electronics","electronics-item-3","5","713","0.05","refunded"
"ORD0310","C0071","2026-06-02","North","Distributor","office","office-item-1","1","750","0.10","completed"
"ORD0311","C0072","2026-06-02","North","Distributor","office","office-item-2","2","787","0.15","completed"
"ORD0312","C0073","2026-06-02","North","Distributor","office","office-item-3","3","824","0.00","completed"
"ORD0313","C0074","2026-06-02","North","Distributor","home","home-item-1","4","861","0.05","cancelled"
"ORD0314","C0075","2026-06-02","North","Distributor","home","home-item-2","5","898","0.10","refunded"
"ORD0315","C0076","2026-06-02","North","Distributor","home","home-item-3","1","935","0.15","completed"
"ORD0316","C0077","2026-06-02","North","Distributor","apparel","apparel-item-1","2","972","0.00","completed"
"ORD0317","C0078","2026-06-02","North","Distributor","apparel","apparel-item-2","3","1009","0.05","completed"
"ORD0318","C0079","2026-06-02","North","Distributor","apparel","apparel-item-3","4","1046","0.10","cancelled"
"ORD0319","C0080","2026-06-02","North","Distributor","food","food-item-1","5","1083","0.15","refunded"
"ORD0320","C0001","2026-06-02","North","Distributor","food","food-item-2","1","1120","0.00","completed"
"ORD0321","C0002","2026-06-02","North","Distributor","food","food-item-3","2","1157","0.05","completed"
"ORD0322","C0003","2026-06-02","North","Distributor","beauty","beauty-item-1","3","1194","0.10","completed"
"ORD0323","C0004","2026-06-02","North","Distributor","beauty","beauty-item-2","4","1231","0.15","cancelled"
"ORD0324","C0005","2026-06-02","North","Distributor","beauty","beauty-item-3","5","1268","0.00","refunded"
"ORD0325","C0006","2026-06-02","South","Online","electronics","electronics-item-1","1","105","0.05","completed"
"ORD0326","C0007","2026-06-02","South","Online","electronics","electronics-item-2","2","142","0.10","completed"
"ORD0327","C0008","2026-06-02","South","Online","electronics","electronics-item-3","3","179","0.15","completed"
"ORD0328","C0009","2026-06-02","South","Online","office","office-item-1","4","216","0.00","cancelled"
"ORD0329","C0010","2026-06-02","South","Online","office","office-item-2","5","253","0.05","refunded"
"ORD0330","C0011","2026-06-02","South","Online","office","office-item-3","1","290","0.10","completed"
"ORD0331","C0012","2026-06-02","South","Online","home","home-item-1","2","327","0.15","completed"
"ORD0332","C0013","2026-06-02","South","Online","home","home-item-2","3","364","0.00","completed"
"ORD0333","C0014","2026-06-02","South","Online","home","home-item-3","4","401","0.05","cancelled"
"ORD0334","C0015","2026-06-02","South","Online","apparel","apparel-item-1","5","438","0.10","refunded"
"ORD0335","C0016","2026-06-02","South","Online","apparel","apparel-item-2","1","475","0.15","completed"
"ORD0336","C0017","2026-06-02","South","Online","apparel","apparel-item-3","2","512","0.00","completed"
"ORD0337","C0018","2026-06-02","South","Online","food","food-item-1","3","549","0.05","completed"
"ORD0338","C0019","2026-06-02","South","Online","food","food-item-2","4","586","0.10","cancelled"
"ORD0339","C0020","2026-06-02","South","Online","food","food-item-3","5","623","0.15","refunded"
"ORD0340","C0021","2026-06-02","South","Online","beauty","beauty-item-1","1","660","0.00","completed"
"ORD0341","C0022","2026-06-02","South","Online","beauty","beauty-item-2","2","697","0.05","completed"
"ORD0342","C0023","2026-06-02","South","Online","beauty","beauty-item-3","3","734","0.10","completed"
"ORD0343","C0024","2026-06-02","South","Retail","electronics","electronics-item-1","4","771","0.15","cancelled"
"ORD0344","C0025","2026-06-02","South","Retail","electronics","electronics-item-2","5","808","0.00","refunded"
"ORD0345","C0026","2026-06-02","South","Retail","electronics","electronics-item-3","1","845","0.05","completed"
"ORD0346","C0027","2026-06-02","South","Retail","office","office-item-1","2","882","0.10","completed"
"ORD0347","C0028","2026-06-02","South","Retail","office","office-item-2","3","919","0.15","completed"
"ORD0348","C0029","2026-06-02","South","Retail","office","office-item-3","4","956","0.00","cancelled"
"ORD0349","C0030","2026-06-02","South","Retail","home","home-item-1","5","993","0.05","refunded"
"ORD0350","C0031","2026-06-02","South","Retail","home","home-item-2","1","1030","0.10","completed"
"ORD0351","C0032","2026-06-02","South","Retail","home","home-item-3","2","1067","0.15","completed"
"ORD0352","C0033","2026-06-02","South","Retail","apparel","apparel-item-1","3","1104","0.00","completed"
"ORD0353","C0034","2026-06-02","South","Retail","apparel","apparel-item-2","4","1141","0.05","cancelled"
"ORD0354","C0035","2026-06-02","South","Retail","apparel","apparel-item-3","5","1178","0.10","refunded"
"ORD0355","C0036","2026-06-02","South","Retail","food","food-item-1","1","1215","0.15","completed"
"ORD0356","C0037","2026-06-02","South","Retail","food","food-item-2","2","1252","0.00","completed"
"ORD0357","C0038","2026-06-02","South","Retail","food","food-item-3","3","89","0.05","completed"
"ORD0358","C0039","2026-06-02","South","Retail","beauty","beauty-item-1","4","126","0.10","cancelled"
"ORD0359","C0040","2026-06-02","South","Retail","beauty","beauty-item-2","5","163","0.15","refunded"
"ORD0360","C0041","2026-06-02","South","Retail","beauty","beauty-item-3","1","200","0.00","completed"
"ORD0361","C0042","2026-06-02","South","Distributor","electronics","electronics-item-1","2","237","0.05","completed"
"ORD0362","C0043","2026-06-02","South","Distributor","electronics","electronics-item-2","3","274","0.10","completed"
"ORD0363","C0044","2026-06-02","South","Distributor","electronics","electronics-item-3","4","311","0.15","cancelled"
"ORD0364","C0045","2026-06-02","South","Distributor","office","office-item-1","5","348","0.00","refunded"
"ORD0365","C0046","2026-06-02","South","Distributor","office","office-item-2","1","385","0.05","completed"
"ORD0366","C0047","2026-06-02","South","Distributor","office","office-item-3","2","422","0.10","completed"
"ORD0367","C0048","2026-06-02","South","Distributor","home","home-item-1","3","459","0.15","completed"
"ORD0368","C0049","2026-06-02","South","Distributor","home","home-item-2","4","496","0.00","cancelled"
"ORD0369","C0050","2026-06-02","South","Distributor","home","home-item-3","5","533","0.05","refunded"
"ORD0370","C0051","2026-06-02","South","Distributor","apparel","apparel-item-1","1","570","0.10","completed"
"ORD0371","C0052","2026-06-02","South","Distributor","apparel","apparel-item-2","2","607","0.15","completed"
"ORD0372","C0053","2026-06-02","South","Distributor","apparel","apparel-item-3","3","644","0.00","completed"
"ORD0373","C0054","2026-06-02","South","Distributor","food","food-item-1","4","681","0.05","cancelled"
"ORD0374","C0055","2026-06-02","South","Distributor","food","food-item-2","5","718","0.10","refunded"
"ORD0375","C0056","2026-06-02","South","Distributor","food","food-item-3","1","755","0.15","completed"
"ORD0376","C0057","2026-06-02","South","Distributor","beauty","beauty-item-1","2","792","0.00","completed"
"ORD0377","C0058","2026-06-02","South","Distributor","beauty","beauty-item-2","3","829","0.05","completed"
"ORD0378","C0059","2026-06-02","South","Distributor","beauty","beauty-item-3","4","866","0.10","cancelled"
"ORD0379","C0060","2026-06-02","West","Online","electronics","electronics-item-1","5","903","0.15","refunded"
"ORD0380","C0061","2026-06-02","West","Online","electronics","electronics-item-2","1","940","0.00","completed"
"ORD0381","C0062","2026-06-02","West","Online","electronics","electronics-item-3","2","977","0.05","completed"
"ORD0382","C0063","2026-06-02","West","Online","office","office-item-1","3","1014","0.10","completed"
"ORD0383","C0064","2026-06-02","West","Online","office","office-item-2","4","1051","0.15","cancelled"
"ORD0384","C0065","2026-06-02","West","Online","office","office-item-3","5","1088","0.00","refunded"
"ORD0385","C0066","2026-06-02","West","Online","home","home-item-1","1","1125","0.05","completed"
"ORD0386","C0067","2026-06-02","West","Online","home","home-item-2","2","1162","0.10","completed"
"ORD0387","C0068","2026-06-02","West","Online","home","home-item-3","3","1199","0.15","completed"
"ORD0388","C0069","2026-06-02","West","Online","apparel","apparel-item-1","4","1236","0.00","cancelled"
"ORD0389","C0070","2026-06-02","West","Online","apparel","apparel-item-2","5","1273","0.05","refunded"
"ORD0390","C0071","2026-06-02","West","Online","apparel","apparel-item-3","1","110","0.10","completed"
"ORD0391","C0072","2026-06-02","West","Online","food","food-item-1","2","147","0.15","completed"
"ORD0392","C0073","2026-06-02","West","Online","food","food-item-2","3","184","0.00","completed"
"ORD0393","C0074","2026-06-02","West","Online","food","food-item-3","4","221","0.05","cancelled"
"ORD0394","C0075","2026-06-02","West","Online","beauty","beauty-item-1","5","258","0.10","refunded"
"ORD0395","C0076","2026-06-02","West","Online","beauty","beauty-item-2","1","295","0.15","completed"
"ORD0396","C0077","2026-06-02","West","Online","beauty","beauty-item-3","2","332","0.00","completed"
"ORD0397","C0078","2026-06-02","West","Retail","electronics","electronics-item-1","3","369","0.05","completed"
"ORD0398","C0079","2026-06-02","West","Retail","electronics","electronics-item-2","4","406","0.10","cancelled"
"ORD0399","C0080","2026-06-02","West","Retail","electronics","electronics-item-3","5","443","0.15","refunded"
"ORD0400","C0001","2026-06-02","West","Retail","office","office-item-1","1","480","0.00","completed"
"ORD0401","C0002","2026-06-02","West","Retail","office","office-item-2","2","517","0.05","completed"
"ORD0402","C0003","2026-06-02","West","Retail","office","office-item-3","3","554","0.10","completed"
"ORD0403","C0004","2026-06-02","West","Retail","home","home-item-1","4","591","0.15","cancelled"
"ORD0404","C0005","2026-06-02","West","Retail","home","home-item-2","5","628","0.00","refunded"
"ORD0405","C0006","2026-06-02","West","Retail","home","home-item-3","1","665","0.05","completed"
"ORD0406","C0007","2026-06-02","West","Retail","apparel","apparel-item-1","2","702","0.10","completed"
"ORD0407","C0008","2026-06-02","West","Retail","apparel","apparel-item-2","3","739","0.15","completed"
"ORD0408","C0009","2026-06-02","West","Retail","apparel","apparel-item-3","4","776","0.00","cancelled"
"ORD0409","C0010","2026-06-02","West","Retail","food","food-item-1","5","813","0.05","refunded"
"ORD0410","C0011","2026-06-02","West","Retail","food","food-item-2","1","850","0.10","completed"
"ORD0411","C0012","2026-06-02","West","Retail","food","food-item-3","2","887","0.15","completed"
"ORD0412","C0013","2026-06-02","West","Retail","beauty","beauty-item-1","3","924","0.00","completed"
"ORD0413","C0014","2026-06-02","West","Retail","beauty","beauty-item-2","4","961","0.05","cancelled"
"ORD0414","C0015","2026-06-02","West","Retail","beauty","beauty-item-3","5","998","0.10","refunded"
"ORD0415","C0016","2026-06-02","West","Distributor","electronics","electronics-item-1","1","1035","0.15","completed"
"ORD0416","C0017","2026-06-02","West","Distributor","electronics","electronics-item-2","2","1072","0.00","completed"
"ORD0417","C0018","2026-06-02","West","Distributor","electronics","electronics-item-3","3","1109","0.05","completed"
"ORD0418","C0019","2026-06-02","West","Distributor","office","office-item-1","4","1146","0.10","cancelled"
"ORD0419","C0020","2026-06-02","West","Distributor","office","office-item-2","5","1183","0.15","refunded"
"ORD0420","C0021","2026-06-02","West","Distributor","office","office-item-3","1","1220","0.00","completed"
"ORD0421","C0022","2026-06-02","West","Distributor","home","home-item-1","2","1257","0.05","completed"
"ORD0422","C0023","2026-06-02","West","Distributor","home","home-item-2","3","94","0.10","completed"
"ORD0423","C0024","2026-06-02","West","Distributor","home","home-item-3","4","131","0.15","cancelled"
"ORD0424","C0025","2026-06-02","West","Distributor","apparel","apparel-item-1","5","168","0.00","refunded"
"ORD0425","C0026","2026-06-02","West","Distributor","apparel","apparel-item-2","1","205","0.05","completed"
"ORD0426","C0027","2026-06-02","West","Distributor","apparel","apparel-item-3","2","242","0.10","completed"
"ORD0427","C0028","2026-06-02","West","Distributor","food","food-item-1","3","279","0.15","completed"
"ORD0428","C0029","2026-06-02","West","Distributor","food","food-item-2","4","316","0.00","cancelled"
"ORD0429","C0030","2026-06-02","West","Distributor","food","food-item-3","5","353","0.05","refunded"
"ORD0430","C0031","2026-06-02","West","Distributor","beauty","beauty-item-1","1","390","0.10","completed"
"ORD0431","C0032","2026-06-02","West","Distributor","beauty","beauty-item-2","2","427","0.15","completed"
"ORD0432","C0033","2026-06-02","West","Distributor","beauty","beauty-item-3","3","464","0.00","completed"
"ORD0433","C0034","2026-06-03","East","Online","electronics","electronics-item-1","4","501","0.05","cancelled"
"ORD0434","C0035","2026-06-03","East","Online","electronics","electronics-item-2","5","538","0.10","refunded"
"ORD0435","C0036","2026-06-03","East","Online","electronics","electronics-item-3","1","575","0.15","completed"
"ORD0436","C0037","2026-06-03","East","Online","office","office-item-1","2","612","0.00","completed"
"ORD0437","C0038","2026-06-03","East","Online","office","office-item-2","3","649","0.05","completed"
"ORD0438","C0039","2026-06-03","East","Online","office","office-item-3","4","686","0.10","cancelled"
"ORD0439","C0040","2026-06-03","East","Online","home","home-item-1","5","723","0.15","refunded"
"ORD0440","C0041","2026-06-03","East","Online","home","home-item-2","1","760","0.00","completed"
"ORD0441","C0042","2026-06-03","East","Online","home","home-item-3","2","797","0.05","completed"
"ORD0442","C0043","2026-06-03","East","Online","apparel","apparel-item-1","3","834","0.10","completed"
"ORD0443","C0044","2026-06-03","East","Online","apparel","apparel-item-2","4","871","0.15","cancelled"
"ORD0444","C0045","2026-06-03","East","Online","apparel","apparel-item-3","5","908","0.00","refunded"
"ORD0445","C0046","2026-06-03","East","Online","food","food-item-1","1","945","0.05","completed"
"ORD0446","C0047","2026-06-03","East","Online","food","food-item-2","2","982","0.10","completed"
"ORD0447","C0048","2026-06-03","East","Online","food","food-item-3","3","1019","0.15","completed"
"ORD0448","C0049","2026-06-03","East","Online","beauty","beauty-item-1","4","1056","0.00","cancelled"
"ORD0449","C0050","2026-06-03","East","Online","beauty","beauty-item-2","5","1093","0.05","refunded"
"ORD0450","C0051","2026-06-03","East","Online","beauty","beauty-item-3","1","1130","0.10","completed"
"ORD0451","C0052","2026-06-03","East","Retail","electronics","electronics-item-1","2","1167","0.15","completed"
"ORD0452","C0053","2026-06-03","East","Retail","electronics","electronics-item-2","3","1204","0.00","completed"
"ORD0453","C0054","2026-06-03","East","Retail","electronics","electronics-item-3","4","1241","0.05","cancelled"
"ORD0454","C0055","2026-06-03","East","Retail","office","office-item-1","5","1278","0.10","refunded"
"ORD0455","C0056","2026-06-03","East","Retail","office","office-item-2","1","115","0.15","completed"
"ORD0456","C0057","2026-06-03","East","Retail","office","office-item-3","2","152","0.00","completed"
"ORD0457","C0058","2026-06-03","East","Retail","home","home-item-1","3","189","0.05","completed"
"ORD0458","C0059","2026-06-03","East","Retail","home","home-item-2","4","226","0.10","cancelled"
"ORD0459","C0060","2026-06-03","East","Retail","home","home-item-3","5","263","0.15","refunded"
"ORD0460","C0061","2026-06-03","East","Retail","apparel","apparel-item-1","1","300","0.00","completed"
"ORD0461","C0062","2026-06-03","East","Retail","apparel","apparel-item-2","2","337","0.05","completed"
"ORD0462","C0063","2026-06-03","East","Retail","apparel","apparel-item-3","3","374","0.10","completed"
"ORD0463","C0064","2026-06-03","East","Retail","food","food-item-1","4","411","0.15","cancelled"
"ORD0464","C0065","2026-06-03","East","Retail","food","food-item-2","5","448","0.00","refunded"
"ORD0465","C0066","2026-06-03","East","Retail","food","food-item-3","1","485","0.05","completed"
"ORD0466","C0067","2026-06-03","East","Retail","beauty","beauty-item-1","2","522","0.10","completed"
"ORD0467","C0068","2026-06-03","East","Retail","beauty","beauty-item-2","3","559","0.15","completed"
"ORD0468","C0069","2026-06-03","East","Retail","beauty","beauty-item-3","4","596","0.00","cancelled"
"ORD0469","C0070","2026-06-03","East","Distributor","electronics","electronics-item-1","5","633","0.05","refunded"
"ORD0470","C0071","2026-06-03","East","Distributor","electronics","electronics-item-2","1","670","0.10","completed"
"ORD0471","C0072","2026-06-03","East","Distributor","electronics","electronics-item-3","2","707","0.15","completed"
"ORD0472","C0073","2026-06-03","East","Distributor","office","office-item-1","3","744","0.00","completed"
"ORD0473","C0074","2026-06-03","East","Distributor","office","office-item-2","4","781","0.05","cancelled"
"ORD0474","C0075","2026-06-03","East","Distributor","office","office-item-3","5","818","0.10","refunded"
"ORD0475","C0076","2026-06-03","East","Distributor","home","home-item-1","1","855","0.15","completed"
"ORD0476","C0077","2026-06-03","East","Distributor","home","home-item-2","2","892","0.00","completed"
"ORD0477","C0078","2026-06-03","East","Distributor","home","home-item-3","3","929","0.05","completed"
"ORD0478","C0079","2026-06-03","East","Distributor","apparel","apparel-item-1","4","966","0.10","cancelled"
"ORD0479","C0080","2026-06-03","East","Distributor","apparel","apparel-item-2","5","1003","0.15","refunded"
"ORD0480","C0001","2026-06-03","East","Distributor","apparel","apparel-item-3","1","1040","0.00","completed"
"ORD0481","C0002","2026-06-03","East","Distributor","food","food-item-1","2","1077","0.05","completed"
"ORD0482","C0003","2026-06-03","East","Distributor","food","food-item-2","3","1114","0.10","completed"
"ORD0483","C0004","2026-06-03","East","Distributor","food","food-item-3","4","1151","0.15","cancelled"
"ORD0484","C0005","2026-06-03","East","Distributor","beauty","beauty-item-1","5","1188","0.00","refunded"
"ORD0485","C0006","2026-06-03","East","Distributor","beauty","beauty-item-2","1","1225","0.05","completed"
"ORD0486","C0007","2026-06-03","East","Distributor","beauty","beauty-item-3","2","1262","0.10","completed"
"ORD0487","C0008","2026-06-03","North","Online","electronics","electronics-item-1","3","99","0.15","completed"
"ORD0488","C0009","2026-06-03","North","Online","electronics","electronics-item-2","4","136","0.00","cancelled"
"ORD0489","C0010","2026-06-03","North","Online","electronics","electronics-item-3","5","173","0.05","refunded"
"ORD0490","C0011","2026-06-03","North","Online","office","office-item-1","1","210","0.10","completed"
"ORD0491","C0012","2026-06-03","North","Online","office","office-item-2","2","247","0.15","completed"
"ORD0492","C0013","2026-06-03","North","Online","office","office-item-3","3","284","0.00","completed"
"ORD0493","C0014","2026-06-03","North","Online","home","home-item-1","4","321","0.05","cancelled"
"ORD0494","C0015","2026-06-03","North","Online","home","home-item-2","5","358","0.10","refunded"
"ORD0495","C0016","2026-06-03","North","Online","home","home-item-3","1","395","0.15","completed"
"ORD0496","C0017","2026-06-03","North","Online","apparel","apparel-item-1","2","432","0.00","completed"
"ORD0497","C0018","2026-06-03","North","Online","apparel","apparel-item-2","3","469","0.05","completed"
"ORD0498","C0019","2026-06-03","North","Online","apparel","apparel-item-3","4","506","0.10","cancelled"
"ORD0499","C0020","2026-06-03","North","Online","food","food-item-1","5","543","0.15","refunded"
"ORD0500","C0021","2026-06-03","North","Online","food","food-item-2","1","580","0.00","completed"
"ORD0501","C0022","2026-06-03","North","Online","food","food-item-3","2","617","0.05","completed"
"ORD0502","C0023","2026-06-03","North","Online","beauty","beauty-item-1","3","654","0.10","completed"
"ORD0503","C0024","2026-06-03","North","Online","beauty","beauty-item-2","4","691","0.15","cancelled"
"ORD0504","C0025","2026-06-03","North","Online","beauty","beauty-item-3","5","728","0.00","refunded"
"ORD0505","C0026","2026-06-03","North","Retail","electronics","electronics-item-1","1","765","0.05","completed"
"ORD0506","C0027","2026-06-03","North","Retail","electronics","electronics-item-2","2","802","0.10","completed"
"ORD0507","C0028","2026-06-03","North","Retail","electronics","electronics-item-3","3","839","0.15","completed"
"ORD0508","C0029","2026-06-03","North","Retail","office","office-item-1","4","876","0.00","cancelled"
"ORD0509","C0030","2026-06-03","North","Retail","office","office-item-2","5","913","0.05","refunded"
"ORD0510","C0031","2026-06-03","North","Retail","office","office-item-3","1","950","0.10","completed"
"ORD0511","C0032","2026-06-03","North","Retail","home","home-item-1","2","987","0.15","completed"
"ORD0512","C0033","2026-06-03","North","Retail","home","home-item-2","3","1024","0.00","completed"
"ORD0513","C0034","2026-06-03","North","Retail","home","home-item-3","4","1061","0.05","cancelled"
"ORD0514","C0035","2026-06-03","North","Retail","apparel","apparel-item-1","5","1098","0.10","refunded"
"ORD0515","C0036","2026-06-03","North","Retail","apparel","apparel-item-2","1","1135","0.15","completed"
"ORD0516","C0037","2026-06-03","North","Retail","apparel","apparel-item-3","2","1172","0.00","completed"
"ORD0517","C0038","2026-06-03","North","Retail","food","food-item-1","3","1209","0.05","completed"
"ORD0518","C0039","2026-06-03","North","Retail","food","food-item-2","4","1246","0.10","cancelled"
"ORD0519","C0040","2026-06-03","North","Retail","food","food-item-3","5","83","0.15","refunded"
"ORD0520","C0041","2026-06-03","North","Retail","beauty","beauty-item-1","1","120","0.00","completed"
"ORD0521","C0042","2026-06-03","North","Retail","beauty","beauty-item-2","2","157","0.05","completed"
"ORD0522","C0043","2026-06-03","North","Retail","beauty","beauty-item-3","3","194","0.10","completed"
"ORD0523","C0044","2026-06-03","North","Distributor","electronics","electronics-item-1","4","231","0.15","cancelled"
"ORD0524","C0045","2026-06-03","North","Distributor","electronics","electronics-item-2","5","268","0.00","refunded"
"ORD0525","C0046","2026-06-03","North","Distributor","electronics","electronics-item-3","1","305","0.05","completed"
"ORD0526","C0047","2026-06-03","North","Distributor","office","office-item-1","2","342","0.10","completed"
"ORD0527","C0048","2026-06-03","North","Distributor","office","office-item-2","3","379","0.15","completed"
"ORD0528","C0049","2026-06-03","North","Distributor","office","office-item-3","4","416","0.00","cancelled"
"ORD0529","C0050","2026-06-03","North","Distributor","home","home-item-1","5","453","0.05","refunded"
"ORD0530","C0051","2026-06-03","North","Distributor","home","home-item-2","1","490","0.10","completed"
"ORD0531","C0052","2026-06-03","North","Distributor","home","home-item-3","2","527","0.15","completed"
"ORD0532","C0053","2026-06-03","North","Distributor","apparel","apparel-item-1","3","564","0.00","completed"
"ORD0533","C0054","2026-06-03","North","Distributor","apparel","apparel-item-2","4","601","0.05","cancelled"
"ORD0534","C0055","2026-06-03","North","Distributor","apparel","apparel-item-3","5","638","0.10","refunded"
"ORD0535","C0056","2026-06-03","North","Distributor","food","food-item-1","1","675","0.15","completed"
"ORD0536","C0057","2026-06-03","North","Distributor","food","food-item-2","2","712","0.00","completed"
"ORD0537","C0058","2026-06-03","North","Distributor","food","food-item-3","3","749","0.05","completed"
"ORD0538","C0059","2026-06-03","North","Distributor","beauty","beauty-item-1","4","786","0.10","cancelled"
"ORD0539","C0060","2026-06-03","North","Distributor","beauty","beauty-item-2","5","823","0.15","refunded"
"ORD0540","C0061","2026-06-03","North","Distributor","beauty","beauty-item-3","1","860","0.00","completed"
"ORD0541","C0062","2026-06-03","South","Online","electronics","electronics-item-1","2","897","0.05","completed"
"ORD0542","C0063","2026-06-03","South","Online","electronics","electronics-item-2","3","934","0.10","completed"
"ORD0543","C0064","2026-06-03","South","Online","electronics","electronics-item-3","4","971","0.15","cancelled"
"ORD0544","C0065","2026-06-03","South","Online","office","office-item-1","5","1008","0.00","refunded"
"ORD0545","C0066","2026-06-03","South","Online","office","office-item-2","1","1045","0.05","completed"
"ORD0546","C0067","2026-06-03","South","Online","office","office-item-3","2","1082","0.10","completed"
"ORD0547","C0068","2026-06-03","South","Online","home","home-item-1","3","1119","0.15","completed"
"ORD0548","C0069","2026-06-03","South","Online","home","home-item-2","4","1156","0.00","cancelled"
"ORD0549","C0070","2026-06-03","South","Online","home","home-item-3","5","1193","0.05","refunded"
"ORD0550","C0071","2026-06-03","South","Online","apparel","apparel-item-1","1","1230","0.10","completed"
"ORD0551","C0072","2026-06-03","South","Online","apparel","apparel-item-2","2","1267","0.15","completed"
"ORD0552","C0073","2026-06-03","South","Online","apparel","apparel-item-3","3","104","0.00","completed"
"ORD0553","C0074","2026-06-03","South","Online","food","food-item-1","4","141","0.05","cancelled"
"ORD0554","C0075","2026-06-03","South","Online","food","food-item-2","5","178","0.10","refunded"
"ORD0555","C0076","2026-06-03","South","Online","food","food-item-3","1","215","0.15","completed"
"ORD0556","C0077","2026-06-03","South","Online","beauty","beauty-item-1","2","252","0.00","completed"
"ORD0557","C0078","2026-06-03","South","Online","beauty","beauty-item-2","3","289","0.05","completed"
"ORD0558","C0079","2026-06-03","South","Online","beauty","beauty-item-3","4","326","0.10","cancelled"
"ORD0559","C0080","2026-06-03","South","Retail","electronics","electronics-item-1","5","363","0.15","refunded"
"ORD0560","C0001","2026-06-03","South","Retail","electronics","electronics-item-2","1","400","0.00","completed"
"ORD0561","C0002","2026-06-03","South","Retail","electronics","electronics-item-3","2","437","0.05","completed"
"ORD0562","C0003","2026-06-03","South","Retail","office","office-item-1","3","474","0.10","completed"
"ORD0563","C0004","2026-06-03","South","Retail","office","office-item-2","4","511","0.15","cancelled"
"ORD0564","C0005","2026-06-03","South","Retail","office","office-item-3","5","548","0.00","refunded"
"ORD0565","C0006","2026-06-03","South","Retail","home","home-item-1","1","585","0.05","completed"
"ORD0566","C0007","2026-06-03","South","Retail","home","home-item-2","2","622","0.10","completed"
"ORD0567","C0008","2026-06-03","South","Retail","home","home-item-3","3","659","0.15","completed"
"ORD0568","C0009","2026-06-03","South","Retail","apparel","apparel-item-1","4","696","0.00","cancelled"
"ORD0569","C0010","2026-06-03","South","Retail","apparel","apparel-item-2","5","733","0.05","refunded"
"ORD0570","C0011","2026-06-03","South","Retail","apparel","apparel-item-3","1","770","0.10","completed"
"ORD0571","C0012","2026-06-03","South","Retail","food","food-item-1","2","807","0.15","completed"
"ORD0572","C0013","2026-06-03","South","Retail","food","food-item-2","3","844","0.00","completed"
"ORD0573","C0014","2026-06-03","South","Retail","food","food-item-3","4","881","0.05","cancelled"
"ORD0574","C0015","2026-06-03","South","Retail","beauty","beauty-item-1","5","918","0.10","refunded"
"ORD0575","C0016","2026-06-03","South","Retail","beauty","beauty-item-2","1","955","0.15","completed"
"ORD0576","C0017","2026-06-03","South","Retail","beauty","beauty-item-3","2","992","0.00","completed"
"ORD0577","C0018","2026-06-03","South","Distributor","electronics","electronics-item-1","3","1029","0.05","completed"
"ORD0578","C0019","2026-06-03","South","Distributor","electronics","electronics-item-2","4","1066","0.10","cancelled"
"ORD0579","C0020","2026-06-03","South","Distributor","electronics","electronics-item-3","5","1103","0.15","refunded"
"ORD0580","C0021","2026-06-03","South","Distributor","office","office-item-1","1","1140","0.00","completed"
"ORD0581","C0022","2026-06-03","South","Distributor","office","office-item-2","2","1177","0.05","completed"
"ORD0582","C0023","2026-06-03","South","Distributor","office","office-item-3","3","1214","0.10","completed"
"ORD0583","C0024","2026-06-03","South","Distributor","home","home-item-1","4","1251","0.15","cancelled"
"ORD0584","C0025","2026-06-03","South","Distributor","home","home-item-2","5","88","0.00","refunded"
"ORD0585","C0026","2026-06-03","South","Distributor","home","home-item-3","1","125","0.05","completed"
"ORD0586","C0027","2026-06-03","South","Distributor","apparel","apparel-item-1","2","162","0.10","completed"
"ORD0587","C0028","2026-06-03","South","Distributor","apparel","apparel-item-2","3","199","0.15","completed"
"ORD0588","C0029","2026-06-03","South","Distributor","apparel","apparel-item-3","4","236","0.00","cancelled"
"ORD0589","C0030","2026-06-03","South","Distributor","food","food-item-1","5","273","0.05","refunded"
"ORD0590","C0031","2026-06-03","South","Distributor","food","food-item-2","1","310","0.10","completed"
"ORD0591","C0032","2026-06-03","South","Distributor","food","food-item-3","2","347","0.15","completed"
"ORD0592","C0033","2026-06-03","South","Distributor","beauty","beauty-item-1","3","384","0.00","completed"
"ORD0593","C0034","2026-06-03","South","Distributor","beauty","beauty-item-2","4","421","0.05","cancelled"
"ORD0594","C0035","2026-06-03","South","Distributor","beauty","beauty-item-3","5","458","0.10","refunded"
